id,date,category,region,status,value,amount,quantity,cost,profit
3464,2023-10-01,D,Sur,Activo,79.63,2473.52,47,52.66,369.1
3465,2023-09-09,A,Centro,Inactivo,78.17,587.28,22,27.14,86.72
3466,2023-10-04,B,Centro,Activo,100.85,6537.5,88,74.3,978.48
3467,2023-08-30,B,Centro,Pendiente,90.71,2790.06,56,50.31,413.17
3468,2023-06-27,C,Centro,Pendiente,93.23,300.73,14,21.79,42.78
3469,2023-03-22,A,Norte,Pendiente,84.46,529.8,20,26.85,79.41
3470,2023-04-11,A,Este,Activo,78.75,2569,54,48.06,384.51
3471,2023-06-06,C,Centro,Activo,90.63,7299.79,98,74.51,1091.71
3472,2023-12-08,A,Este,Activo,62.41,842.95,20,40.44,128.13
3473,2023-10-30,A,Oeste,Inactivo,69.28,24937.86,212,117.55,3723.06
3474,2023-06-07,B,Centro,Activo,88.83,957.57,29,32.19,144.25
3475,2023-03-17,A,Norte,Activo,92.41,1410.64,55,27.05,213.67
3477,2023-05-14,A,Sur,Inactivo,58.73,908.92,27,34.1,139.54
3479,2023-10-09,B,Norte,Activo,83.73,1530.6,44,35.73,234.51
3480,2023-10-29,D,Oeste,Inactivo,56.04,1588.93,48,34.14,236.03
3481,2023-01-16,B,Sur,Inactivo,69.38,1559.25,49,32.37,237.42
3483,2023-07-01,A,Oeste,Activo,79.32,716.27,22,30.54,107.02
3484,2023-07-15,B,Norte,Pendiente,72.04,1180.73,34,44.72,233.88
3485,2023-04-25,B,Sur,Activo,83.08,776.76,38,22.81,118.81
3486,2023-06-04,D,Centro,Activo,100.46,342.67,17,14.67,53.04
3487,2023-07-23,A,Sur,Activo,75.2,229.57,7,31,428.9795395650162
3488,2023-05-27,B,Norte,Activo,85.41,387.59,17,15.55,61.99
3489,2023-11-11,D,Oeste,Pendiente,53.55,50,6,11.76,12.85
3490,2023-07-13,D,Sur,Activo,77.76,10697.69,120,89.14,1596.55
3491,2023-02-27,B,Sur,Activo,77.66,1285.35,27,50.16,187.11
3492,2023-03-14,A,Norte,Activo,97.52,2358.08,42,56.89,1054.56
3493,2023-03-09,A,Norte,Activo,101.03,7931.31,105,76.07,1182.29
3494,2023-09-22,B,Centro,Activo,95.52,696.63,15,47.36,96.5
3495,2023-03-01,D,Centro,Inactivo,90.08,3575.52,73,50.07,536.56
3496,2023-01-02,C,Centro,Activo,104.82,202.92,10,15.08,30.54
3497,2023-03-27,B,Sur,Activo,75.31,2202.7,54,40.33,981.48
3498,2023-11-04,D,Oeste,Inactivo,56.37,4489.07,79,55.38,668.33
3499,2023-05-27,C,Sur,Pendiente,63.2,2402.5,40,58.85,356.29
3500,2023-02-01,A,Este,Activo,66.03,3483.44,49,69.43,516.46
3501,2023-03-02,A,Este,Inactivo,52.76,1976.78,68,29.05,291.28
3502,2023-02-12,C,Centro,Activo,95.17,535.05,21,23.87,428.9795395650162
3503,2023-10-15,B,Sur,Activo,83.81,1069.91,21,48.04,158.84
3504,2023-10-03,B,Norte,Inactivo,63.27,4057.92,79,51.66,608.41
3505,2023-01-11,B,Sur,Inactivo,59.18,7010.41,110,62.87,1045.69
3507,2023-11-01,A,Oeste,Activo,76.24,642.2,21,28.94,90.58
3508,2023-04-05,D,Este,Activo,78.02,1180.73,37,18.28,108.49
3509,2023-01-31,D,Norte,Activo,93.07,1332.18,39,35.49,198.61
3510,2023-11-12,C,Centro,Activo,96.75,1424.22,32,45.24,217.14
3511,2023-02-18,A,Sur,Activo,78.38,1143.52,33,36.67,173.83
3512,2023-06-30,A,Norte,Activo,84.57,223.12,7,40.33,37.41
3514,2023-11-04,A,Sur,Activo,77.38,21794.21,186,117.4,3258.31
3515,2023-08-23,C,Este,Inactivo,56.92,639.21,27,24.73,99.95
3516,2023-11-18,A,Centro,Inactivo,75.58,556.46,14,37,83.48
3518,2023-03-21,C,Oeste,Inactivo,52.76,9985.41,113,88.22,1494.37
3519,2023-10-02,B,Centro,Activo,104.16,2521.17,50,42.46383387320685,379.72
3520,2023-11-26,B,Sur,Activo,72.52,591.26,21,26.77,89.15
3521,2023-11-15,A,Sur,Activo,78,3594.56,64,55.96,540.32
3522,2023-07-09,C,Oeste,Pendiente,65.5,2482.89,54,45.74,364
3523,2023-02-27,A,Centro,Activo,100.08,568.6,15,41.18,78.91
3524,2023-01-10,D,Norte,Activo,85.84,1470.79,37,40.21,215.94
3525,2023-02-10,B,Norte,Inactivo,72.89,389.99,16,24.79,59.66
3526,2023-08-21,C,Sur,Inactivo,60.87,1032.09,33,31.84,156.68
3527,2023-09-12,A,Este,Activo,77.55,791.05,34,22.23,119.54
3528,2023-11-04,A,Norte,Inactivo,73.02,438.46,16,33.13,63.89
3529,2023-07-06,C,Norte,Inactivo,59.28,4257.61,69,61.6,638.39
3530,2023-06-23,A,Sur,Activo,66.21,133.84,16,11.74,23.96
3531,2023-10-09,C,Centro,Activo,93.96,1339.42,24,56.86,196.56
3532,2023-05-14,A,Oeste,Activo,72.46,1759.1,32,54.67,263.43
3533,2023-08-16,A,Centro,Activo,95.12,1048.29,36,30.4,158.76
3534,2023-12-08,B,Centro,Inactivo,84.19,3308.27,56,58.42,492.17
3535,2023-05-18,A,Sur,Activo,88.57,1457.2,38,35.57,226.16
3536,2023-12-24,A,Oeste,Activo,83.67,287.74,19,17.26,49.15
3537,2023-05-07,C,Centro,Activo,99.11,365.22,12,31.34,55.6
3539,2023-09-07,A,Oeste,Inactivo,54.84,40100.91,269,148.94,5999.83
3540,2023-08-31,A,Norte,Activo,84.58,526.44,20,31.28,75.3
3541,2023-06-26,B,Norte,Activo,98.39,5823.86,83,70,871.7
3542,2023-12-05,C,Sur,Activo,88.53,10562.54,111,42.46383387320685,1573.84
3543,2023-09-05,B,Centro,Activo,103.06,369.81,26,18.11,56.88
3544,2023-05-09,B,Oeste,Pendiente,55.74,91.09,10,15.92,16.29
3545,2023-04-20,B,Oeste,Activo,69.42,1000.2,32,33.99,152.51
3546,2023-02-08,D,Centro,Activo,98.6,121.9,7,29.08,42.63
3547,2023-12-16,A,Norte,Activo,99.28,111.03,6,19.54,20.97
3548,2023-03-17,A,Norte,Inactivo,93.1,745.66,22,34.59,110.38
3549,2023-05-15,D,Sur,Pendiente,78.09,1303.3,25,49.61,190.26
3551,2023-11-25,A,Norte,Inactivo,60.97,3267.38,65,50.35,483.93
3553,2023-01-21,A,Centro,Activo,96.68,112.16,4,26.97,16.57
3554,2023-07-21,C,Sur,Activo,79.79,3799.12,63,61.1,428.9795395650162
3555,2023-10-19,B,Centro,Inactivo,79.03,667.92,24,29.36,96.94
3556,2023-10-30,A,Sur,Pendiente,68.41,179.91,5,25.38,28.97
3557,2023-06-04,C,Oeste,Inactivo,52.19,7066.41,106,67.05,1062.22
3558,2023-09-30,C,Centro,Activo,101.29,876.49,25,34.21,131.81
3559,2023-11-08,B,Norte,Activo,86.84,95.37,5,25.14,17.16
3560,2023-06-16,D,Este,Activo,72.81,1180.73,47,39.23,269.83
3561,2023-10-21,A,Sur,Inactivo,52.48,815.93,24,30.13,371.28
3562,2023-12-27,D,Este,Inactivo,54.31,1911.66,44,43.05,282.68
3563,2023-12-16,B,Norte,Pendiente,77.11,379.85,13,25.68,63.1
3564,2023-09-18,C,Oeste,Activo,72.85,470.47,15,32.55,73.79
3565,2023-04-29,A,Centro,Activo,101.22,234.39,11,22.86,121.11
3566,2023-12-14,A,Sur,Activo,68.23,1180.73,21,22.26,73.32
3567,2023-07-21,A,Sur,Activo,86.37,592.74,24,24.55,94.26
3568,2023-03-08,A,Centro,Inactivo,89.76,213.26,7,33.77,30.86
3569,2023-12-19,D,Sur,Activo,83.5,1933.29,47,42.19,286.95
3570,2023-09-12,B,Sur,Activo,91.91,1464.99,28,50.74,216.45
3571,2023-06-07,C,Este,Activo,67.96,10465.4,119,88.36,1562.63
3572,2023-11-29,B,Centro,Inactivo,79.86,1159.5,31,39.82,173.54
3573,2023-02-14,C,Centro,Activo,100.76,2009.14,53,39.53,302.02
3574,2023-11-08,A,Norte,Activo,94.26,546.54,21,25.58,82.72
3575,2023-02-19,A,Este,Inactivo,51.26,1557.69,37,40.9,239.71
3576,2023-02-02,C,Sur,Activo,77.65,2461.89,38,65.85,365.46
3577,2023-07-20,A,Centro,Inactivo,83.94,1640.45,40,40.51,251.52
3578,2023-12-19,C,Sur,Activo,81.51,1661.38,43,38.97,255.92
3579,2023-09-11,A,Norte,Inactivo,72.7,182.79,8,28.59,24.1
3580,2023-08-29,C,Norte,Activo,101.08,369.13,15,22.64,60.49
3582,2023-03-20,B,Centro,Activo,90.68,1180.73,88,63.08,816.39
3583,2023-02-27,B,Norte,Activo,94.07,437.18,21,22.34,69.83
3584,2023-10-30,B,Norte,Pendiente,64.16,609.82,24,23.62,93.68
3585,2023-07-31,B,Oeste,Activo,71.77,559.94,18,28.13,82.35
3586,2023-10-01,A,Norte,Activo,98.42,1395.24,43,32.7,206.13
3587,2023-09-10,C,Este,Activo,76.05,647.96,26,25.43,310.92
3588,2023-06-10,D,Sur,Pendiente,72.12,391.67,13,30.06,62.29
3589,2023-06-09,B,Sur,Activo,78.18,956.02,27,33.64,137.36
3591,2023-10-07,C,Norte,Activo,90.9,1460.23,35,41.42,213.67
3592,2023-11-26,C,Centro,Activo,104.87,1555.03,34,45.4,228.3
3593,2023-09-15,A,Oeste,Activo,59.35,145.43,9,5,25.55
3594,2023-11-03,A,Este,Activo,63.84,1940.42,38,51.44,292.43
3595,2023-05-05,A,Oeste,Pendiente,61.04,3779.63,77,49.03,567.29
3596,2023-01-04,A,Sur,Activo,75.06,292.57,16,19.35,52.13
3597,2023-01-01,A,Centro,Pendiente,83.08,3437.13,72,47.9,516.96
3598,2023-11-05,D,Este,Activo,70.44,11720.35,137,85.25,1748.32
3599,2023-04-21,A,Este,Activo,71.1,1737.71,50,35.08,259.66
3600,2023-12-14,C,Sur,Activo,71.4,296.49,9,39.01,143.94
3601,2023-09-21,A,Norte,Pendiente,76.84,3313.68,64,51.96,496.82
3603,2023-12-15,B,Sur,Activo,85.86,516.33,27,18.59,78.6
3604,2023-04-11,B,Oeste,Activo,68.23,2014.61,58,34.3,303.02
3605,2023-08-11,A,Centro,Pendiente,83.61,1410.8,29,45.16,211.72
3606,2023-05-17,A,Sur,Activo,72.22,243.26,18,14.95,44.99
3607,2023-08-18,B,Centro,Activo,96.62,1402.85,38,35.99,212.78
3608,2023-10-11,A,Norte,Inactivo,73.11,6281.14,92,67.97,939.02
3609,2023-11-26,B,Norte,Inactivo,54.61,542.99,25,42.46383387320685,82.47
3610,2023-01-03,B,Norte,Inactivo,82.47,1283.63,40,35.93,191.27
3611,2023-07-20,B,Norte,Activo,85.7,50,4,15.88,7.42
3612,2023-10-24,C,Oeste,Inactivo,57.98,10278.41,109,94.28,1532.54
3613,2023-12-10,B,Centro,Pendiente,91.37,1236.71,32,37.47,185.36
3614,2023-03-22,D,Oeste,Activo,80.19,1702.17,47,36.6,261.46
3615,2023-10-07,D,Norte,Activo,88.66,50,5,13.7,7.52
3616,2023-10-30,B,Sur,Activo,75.39,1180.73,30,36.03,166.09
3618,2023-11-20,C,Norte,Activo,93.16,470.09,21,23.39,71.53
3619,2023-05-31,B,Sur,Activo,72.63,3303.04,60,54.94,489.66
3620,2023-09-09,B,Norte,Pendiente,64.98,1142.2,34,36.3,165.89
3621,2023-02-11,A,Norte,Activo,84.12,966.04,29,34.56,145.24
3622,2023-02-28,A,Este,Pendiente,58.01,10775.82,122,89.02,1605.76
3623,2023-01-29,A,Norte,Activo,93.31,1348.24,31,43.87,201.49
3624,2023-04-12,B,Sur,Activo,74.45,183.65,7,28.04,24.36
3625,2023-09-20,B,Norte,Activo,90.33,1523.53,44,33.68,228.03
3626,2023-07-02,C,Este,Activo,79.41,1128.85,32,34.72,170.91
3627,2023-07-19,A,Este,Inactivo,57.9,2576.73,57,45.83,385.22
3628,2023-02-13,B,Centro,Activo,101.31,25538.63,215,118.74,3818.2
3629,2023-11-30,D,Centro,Activo,101.54,635.34,21,31.67,93.88
3630,2023-09-14,A,Este,Activo,67.94,388.73,21,42.46383387320685,60.15
3631,2023-01-18,C,Este,Activo,58.86,759.46,16,47.33,107.2
3632,2023-07-15,B,Sur,Activo,81.81,2475.7,63,39.41,373.24
3633,2023-07-02,A,Norte,Activo,92.79,1230.6,30,40.62,185.87
3634,2023-08-19,C,Norte,Activo,89.71,769.95,21,38.07,116.31
3635,2023-03-24,A,Centro,Pendiente,96.36,3733.78,69,52.44,557.93
3636,2023-06-26,A,Norte,Activo,70.65,1488.48,44,35.77,218.41
3637,2023-04-22,B,Norte,Activo,99.27,1185.79,38,32.41,176.99
3638,2023-10-12,C,Sur,Activo,70.56,3268.86,63,53.26,486.77
3639,2023-03-20,D,Sur,Activo,79.33689264229524,607.38,19,30.19,90.22
3640,2023-09-18,A,Centro,Activo,104.55,915.18,28,31.26,136.54
3641,2023-10-19,B,Sur,Activo,82.45,1683.48,44,42.46383387320685,250.67
3642,2023-08-13,A,Este,Activo,84.06,5175.15,88,58.49,768.94
3643,2023-02-09,D,Norte,Activo,89.45,3977.95,69,58.67,593.13
3644,2023-12-13,B,Sur,Activo,79.07,851.23,30,29.65,132.28
3645,2023-05-25,B,Centro,Pendiente,89.14,814.53,23,32.55,122.31
3646,2023-03-30,A,Este,Activo,81.22,90.37,8,5.62,18.77
3647,2023-07-05,A,Centro,Activo,97.64,3415.85,55,62.16,508.54
3648,2023-10-03,A,Sur,Pendiente,55.29,1453.24,43,34,221.04
3650,2023-06-16,B,Sur,Inactivo,75.29,5916.97,85,68.72,885.49
3651,2023-11-15,B,Centro,Inactivo,86.26,10761.03,129,84.04,1607.2
3652,2023-11-04,A,Centro,Activo,98.47,375.97,14,32.5,60.32
3655,2023-10-20,C,Este,Activo,90.33,2955.09,59,50.56,444.02
3656,2023-12-29,C,Norte,Pendiente,86.39,3095.11,63,50.67,462.87
3657,2023-03-13,A,Centro,Activo,92.82,2256.78,55,40.7,339.53
3658,2023-04-09,B,Centro,Activo,100.07,273.06,15,18.73,42.11
3659,2023-10-06,A,Norte,Activo,93.76,1445.6,34,42.64,214.43
3660,2023-01-23,C,Sur,Inactivo,62.27,2001.67,47,43.95,294.61
3661,2023-11-20,A,Sur,Pendiente,60.83,1410.02,40,34.17,213.64
3662,2023-01-12,A,Norte,Pendiente,88.13,1786.86,56,33.58,271.68
3663,2023-12-21,A,Norte,Activo,83.61,3060.38,60,50.02,462.51
3664,2023-02-01,B,Centro,Activo,91.68,2416.31,53,42.46383387320685,362.24
3665,2023-12-30,A,Sur,Pendiente,70.6,2318.58,46,49.37,344.06
3666,2023-07-02,A,Centro,Activo,91.81,433.89,26,17.9,65.04
3667,2023-05-22,A,Este,Activo,77.96,1180.73,60,48.7,435.89
3668,2023-12-21,A,Centro,Activo,78.6,729.46,28,23.84,114.75
3669,2023-04-20,A,Centro,Pendiente,77.57,2340.88,45,50.75,349.04
3670,2023-04-01,A,Centro,Activo,102.74,1411.87,58,23.06,214
3671,2023-08-01,B,Centro,Inactivo,87.46,10035.31,126,79.83,428.9795395650162
3672,2023-03-20,A,Norte,Activo,103.58,669.02,29,24.73,104.33
3673,2023-06-08,A,Centro,Activo,87.32,194.13,4,41.33,67.8
3674,2023-08-07,A,Oeste,Activo,85.33,8869.98,110,80.11,1327.58
3676,2023-09-26,C,Norte,Activo,80.09,6610.32,89,74.58,985.18
3677,2023-02-28,C,Sur,Activo,89.29,394.31,13,29.15,58.24
3678,2023-03-21,C,Sur,Pendiente,64,1866.51,41,46.4,277.8
3679,2023-07-09,C,Norte,Activo,85.63,1799.68,39,46.78,271.75
3680,2023-11-15,A,Este,Activo,55.09,1313.8,42,29.92,193.39
3681,2023-11-27,B,Norte,Activo,81.83,1541.08,35,44.47,233.56
3682,2023-12-02,B,Norte,Pendiente,77.92,706.93,17,40.99,105.83
3683,2023-07-01,A,Centro,Activo,91.25,1578.47,39,40.6,236.65
3684,2023-09-20,C,Este,Pendiente,70.82,4240.79,74,57.74,634.7
3685,2023-07-05,A,Norte,Inactivo,84.46,4387.53,64,68.39,650.9
3686,2023-02-03,D,Norte,Activo,98.02,224.9,25,9.63,115.41
3687,2023-12-19,A,Oeste,Activo,61.79,1312.57,36,37.45,203.3
3688,2023-12-28,A,Sur,Inactivo,74.13,646.4,18,35.94,93.1
3689,2023-04-14,A,Este,Activo,71.41,3098.45,66,46.55,466.68
3690,2023-12-15,C,Centro,Inactivo,94.37,978.93,28,35.01,143.12
3691,2023-05-19,B,Centro,Inactivo,66.64,8905,103,86.6,1327.18
3693,2023-10-15,B,Norte,Activo,98.21,3816.83,57,67.69,566.67
3694,2023-07-20,A,Norte,Activo,103.85,2856.62,48,61.15,428.4
3696,2023-09-13,B,Norte,Activo,86.26,617.39,28,19.21,94.24
3698,2023-04-07,A,Norte,Pendiente,77.05,3452.42,63,55.93,514.58
3699,2023-01-30,A,Este,Pendiente,56.95,1448.33,44,33.28,219.06
3700,2023-01-27,B,Oeste,Activo,60.73,737.72,21,37.33,109.87
3701,2023-06-26,A,Oeste,Activo,66.51,944.52,37,25.49,138.35
3702,2023-05-22,B,Norte,Pendiente,73.49,5015.88,79,62.72,744.65
3703,2023-12-04,A,Este,Activo,79.64,610.63,21,26.06,95.13
3704,2023-03-31,B,Sur,Inactivo,69.44,683.63,17,35.49,428.9795395650162
3705,2023-04-18,C,Centro,Inactivo,74.05,1706.88,45,36.56,255.99
3707,2023-03-27,B,Centro,Pendiente,89.49,760.45,27,27.35,120.72
3708,2023-01-24,B,Norte,Inactivo,63.87,575.61,13,41.41,86.32
3709,2023-07-03,A,Este,Inactivo,58.92,468.03,14,36.67,65.84
3710,2023-08-14,B,Centro,Pendiente,81.22,1184.22,31,38.24,182.34
3712,2023-12-30,A,Norte,Activo,81.21,263.59,14,20.94,38.59
3713,2023-03-11,B,Centro,Activo,96.67,172.24,6,27.58,28.87
3715,2023-07-18,B,Este,Activo,77.39,1180.73,5,43.62,32.18
3716,2023-05-21,A,Centro,Inactivo,87.15,622.9,21,27.64,101.93
3717,2023-10-23,B,Sur,Activo,72.18,1151.13,25,42.7,171.75
3718,2023-11-18,C,Norte,Activo,98.43,13387.06,142,95.19,2001.03
3719,2023-03-07,D,Centro,Activo,99.7,5052.12,77,66.39,750.7
3720,2023-04-17,A,Norte,Inactivo,52.12,2596.13,55,46.18,384.76
3721,2023-09-26,A,Norte,Activo,93.46,6626.96,93,71.33,984.23
3722,2023-07-07,C,Norte,Activo,89.07,3959.68,74,53.4,592.37
3723,2023-02-28,B,Sur,Inactivo,62.39,5325.66,86,61.87,800.73
3724,2023-11-28,C,Oeste,Activo,64.47,527.68,18,29.68,80.59
3726,2023-07-02,A,Centro,Inactivo,76.93,3071,75,40.92,464.13
3727,2023-11-21,D,Sur,Activo,80.89,863.54,22,41.39,130.79
3728,2023-01-11,C,Norte,Activo,91.8,2736,62,44.51,407.25
3730,2023-03-26,A,Sur,Activo,86.08,413.63,13,35.74,56.38
3732,2023-07-04,A,Norte,Activo,94.81,121.34,11,8.1,20.83
3733,2023-11-08,A,Centro,Inactivo,98.33,479.58,17,27.3,76.17
3734,2023-02-09,A,Norte,Activo,90.56,8243.57,107,77.72,1232.09
3735,2023-07-01,C,Sur,Activo,68.31,830.79,27,34.39,122.92
3736,2023-09-16,A,Sur,Inactivo,79.33689264229524,378.97,13,29.84,56.63
3737,2023-04-22,A,Norte,Inactivo,73.06,375.88,17,42.46383387320685,57.9
3738,2023-07-16,A,Centro,Pendiente,94.18,2459.73,69,36.39,365.38
3739,2023-02-05,D,Norte,Activo,85.79,93.72,7,12.17,16.11
3740,2023-12-06,A,Norte,Pendiente,82.15,3054.74,56,54.88,457.82
3741,2023-04-23,B,Sur,Activo,75.45,3443.09,53,63.85,511.34
3742,2023-11-12,A,Centro,Pendiente,99.45,1686.61,34,48.84,251.78
3743,2023-08-04,A,Norte,Activo,89.87,470.98,16,30.95,73.32
3744,2023-03-16,C,Centro,Activo,100.68,4358.67,63,68.35,652.02
3745,2023-03-30,B,Centro,Inactivo,78.19,679.09,19,36.15,95.72
3746,2023-05-22,B,Sur,Inactivo,59.74,444.04,11,33.53,66.06
3748,2023-04-12,B,Norte,Pendiente,59.26,12484.17,127,98.83,1858.69
3749,2023-08-17,C,Norte,Inactivo,78.24,1561.28,34,42.57,231.75
3750,2023-06-08,B,Sur,Inactivo,52.85,1022.83,35,29.64,155.71
3751,2023-03-01,B,Oeste,Activo,66.54,3502.99,53,66.74,524.04
3752,2023-05-12,B,Sur,Activo,71.98,1489.92,43,32.53,223.97
3753,2023-10-28,C,Este,Activo,71.99,722.46,25,30.32,112.26
3754,2023-01-12,D,Sur,Activo,77.07,3377.44,57,59.71,503.91
3755,2023-08-29,A,Norte,Inactivo,69.71,2430.27,50,48.1,366.21
3758,2023-11-29,A,Norte,Inactivo,65.22,353.85,21,20.86,55.91
3759,2023-04-20,D,Norte,Activo,102.37,4205.46,71,57.69,623.78
3760,2023-10-05,A,Centro,Activo,100.07,1374.37,29,47.24,428.9795395650162
3762,2023-04-11,B,Este,Activo,79.33689264229524,1173.11,36,30.5,174.39
3763,2023-12-07,A,Centro,Inactivo,83.87,1016.62,36,28.64,151.44
3764,2023-02-03,B,Este,Activo,79.33689264229524,752.38,31,24.22,117.57
3765,2023-09-24,B,Este,Activo,69.4,3706.64,61,60.12,558.27
3766,2023-12-19,A,Centro,Inactivo,78.42,331.34,16,19.75,50.92
3767,2023-10-11,C,Sur,Inactivo,51.88,526.45,23,21.89,77.88
3769,2023-04-06,D,Sur,Activo,74.69,117.13,7,21.54,19.55
3770,2023-04-23,D,Oeste,Activo,54.69,2420.51,57,44.54,361.53
3771,2023-12-02,A,Este,Activo,70.78,1393.72,38,36.3,210.75
3772,2023-06-08,C,Norte,Activo,87.78,518.05,15,35.38,74.11
3773,2023-06-05,A,Norte,Pendiente,82.57,1634.25,35,45.02,242.87
3774,2023-10-17,B,Este,Activo,71.44,1325.98,23,56.71,197.29
3775,2023-04-01,B,Norte,Activo,83.04,257.97,9,37.37,29.78
3776,2023-06-24,A,Este,Inactivo,55.39,522.29,14,31.93,80.82
3777,2023-02-26,A,Este,Activo,72.28,1153.92,34,34.11,171.75
3778,2023-03-30,C,Este,Pendiente,51.72,15805.24,146,107.85,2360.8
3779,2023-12-01,B,Norte,Pendiente,75.97,50,4,5,8.7
3780,2023-02-27,B,Este,Activo,79.33689264229524,1180.73,47,39.87,284.03
3781,2023-09-01,B,Este,Activo,70.22,1990.27,44,42.46383387320685,294.81
3782,2023-07-28,A,Centro,Activo,101.94,4226.24,71,58.95,626.85
3783,2023-07-04,B,Norte,Pendiente,66.33,235.9,10,28.84,36.16
3784,2023-06-04,C,Centro,Activo,97,466.34,17,29.55,70.63
3786,2023-04-21,A,Sur,Activo,80.57,485.59,27,19.13,74.49
3787,2023-09-03,B,Centro,Activo,96.14,1832.88,46,38.85,276.38
3788,2023-12-03,C,Este,Activo,61.12,8829.41,110,80.06,1316.7
3789,2023-05-20,A,Centro,Activo,103.44,7301.35,111,66.34,1093.44
3790,2023-10-20,B,Sur,Activo,78.81,3769.18,78,49.72,558.25
3791,2023-01-18,B,Norte,Inactivo,78.46,17896.64,168,42.46383387320685,2671.98
3792,2023-10-30,C,Centro,Inactivo,71.86,3807.23,67,56.05,567.78
3794,2023-08-27,C,Centro,Activo,100.96,266.67,11,17.22,46.13
3796,2023-09-28,B,Norte,Activo,89.36,710.36,23,30.83,110.32
3797,2023-01-15,D,Sur,Pendiente,75.77,553.13,27,20.07,86.77
3798,2023-01-27,D,Norte,Activo,99.18,69.39,3,11.55,19.68
3799,2023-11-11,A,Norte,Activo,90.17,4971.53,79,62.74,742.69
3800,2023-01-31,A,Sur,Activo,81.03,436.02,16,30.76,66.06
3801,2023-03-05,D,Sur,Pendiente,71.07,757.64,22,33.78,117.44
3802,2023-10-28,D,Norte,Activo,89.9,2841.59,50,42.46383387320685,422.82
3803,2023-05-01,A,Este,Inactivo,51.04,1033.86,27,37.08,152.73
3804,2023-08-01,C,Este,Activo,81.08,1647.7,47,35.4,247.04
3805,2023-12-01,B,Sur,Activo,82.19,904.22,36,25.08,131.73
3806,2023-12-22,A,Centro,Pendiente,100.5,664.96,30,23.07,102.13
3807,2023-11-07,C,Este,Pendiente,54.96,2891.74,52,56.49,429.21
3808,2023-04-16,C,Sur,Inactivo,52.64,2160.29,48,44.52,322.16
3809,2023-09-05,C,Sur,Pendiente,80.94,1343.08,34,38.46,207.97
3811,2023-10-17,A,Oeste,Activo,71.58,1836.62,30,62.51,275.46
3812,2023-03-03,D,Norte,Activo,86.88,893.7,20,45.6,136.5
3814,2023-12-11,D,Sur,Inactivo,56.9,531.64,18,29.1,76.72
3815,2023-03-17,A,Sur,Activo,82.68,4293.76,85,49.93,638.44
3816,2023-03-25,B,Norte,Inactivo,68.71,1219.05,24,50.63,180.6
3818,2023-01-02,B,Centro,Activo,99.38,4878.34,72,67.1,732.79
3819,2023-04-05,C,Sur,Inactivo,69.25,1964.71,44,42.43,296.41
3820,2023-09-22,A,Este,Activo,57.75,816.38,27,28.47,118.15
3821,2023-09-06,A,Sur,Activo,92.18,4950.46,81,61.03,735.99
3822,2023-10-03,B,Este,Inactivo,58.18,6441.06,95,68.52,962.47
3823,2023-10-16,C,Centro,Activo,92.21,468.55,27,17.57,70.43
3824,2023-07-25,B,Sur,Pendiente,71.8,462.55,13,34.76,71.07
3825,2023-03-29,B,Este,Activo,76.54,13889.06,134,104.2,2073.19
3826,2023-03-01,D,Oeste,Activo,70.15,1685,48,36.8,251.78
3827,2023-01-11,A,Norte,Activo,79.69,22021.28,196,112.31,3289.89
3828,2023-01-20,B,Centro,Activo,84.28,1517.74,31,45.69,225.45
3829,2023-02-05,B,Norte,Activo,89.77,599.75,28,22.94,90.96
3831,2023-06-18,A,Sur,Inactivo,61.56,8909.43,103,86.44,1323.39
3832,2023-03-27,A,Sur,Activo,78.66,3634.79,62,58.77,540.47
3833,2023-12-25,B,Centro,Inactivo,89.25,305.76,13,27.69,46.14
3834,2023-08-21,C,Centro,Pendiente,81.72,2203.69,56,40.12,325.91
3835,2023-06-13,A,Sur,Inactivo,61.2,314.58,19,10.91,49.98
3836,2023-10-23,B,Centro,Inactivo,81.86,308,20,18.47,50.24
3837,2023-07-06,A,Oeste,Activo,73.99,1272.48,34,39.06,186.41
3840,2023-08-31,A,Sur,Inactivo,55.69,1740.09,44,42.46383387320685,257.49
3841,2023-09-11,D,Oeste,Activo,81.28,274.74,7,37.26,35.7
3842,2023-10-18,C,Norte,Activo,88.44,6671.52,92,72.26,991.72
3843,2023-09-06,A,Este,Pendiente,54.73,3053.13,62,49.48,456.69
3844,2023-05-03,C,Este,Activo,58.19,1969.95,34,59.6,295.81
3846,2023-05-07,A,Centro,Pendiente,84.68,110.82,7,20.07,15.07
3847,2023-04-29,B,Norte,Pendiente,87.94,163.06,9,19.82,28.58
3848,2023-10-07,A,Centro,Inactivo,86.83,1388.44,39,37.21,208.18
3849,2023-10-08,A,Centro,Inactivo,81.79,3485.6,75,47.22,525.97
3850,2023-02-11,C,Sur,Activo,74.67,2263.67,50,44.48,336.57
3851,2023-02-21,A,Norte,Activo,101.97,9361.43,127,74.24,1397.38
3852,2023-08-06,B,Norte,Inactivo,81.93,739.85,19,36.84,111.8
3855,2023-08-24,C,Este,Activo,68.29,1846.21,37,50.49,275.93
3856,2023-06-10,B,Sur,Activo,74.91,920,27,33.71,135.06
3857,2023-11-06,A,Centro,Pendiente,95.13,599.93,25,23.82,92.41
3858,2023-02-19,C,Sur,Pendiente,70.02,607.53,17,37.03,89.47
3859,2023-08-27,A,Centro,Activo,104.7,1183.6,26,43.98,176.88
